EcoRegion,Stock,Area,Year,R,SSB,Landings,F,Method,Assessment_URL,source,Fref_point,stk,Fref,F_Fref,Meeting_comments,Blim,catch,biomass,Scientific_name,Species,Bref,Bref_point,B_Bref,asses_year,version,stk_updated
Western Med.,NEP,9,2016,35677,366.07,130.9,0.392,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_9,0.127,3.086614173,NA,255.38,131.3,704,Nephrops norvegicus,Norway lobster,1021.53,Bmsy,0.358354625,2023,NA,Y
Western Med.,NEP,9,2017,33497,356.32,173.6,0.434,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_9,0.127,3.417322835,NA,255.38,181.8,702,Nephrops norvegicus,Norway lobster,1021.53,Bmsy,0.348810118,2023,NA,Y
Western Med.,NEP,9,2018,34867,344.5,223.2,0.438,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_9,0.127,3.448818898,NA,255.38,223.9,688,Nephrops norvegicus,Norway lobster,1021.53,Bmsy,0.337239239,2023,NA,Y
Western Med.,NEP,9,2019,38150,345.97,177,0.365,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_9,0.127,2.874015748,NA,255.38,177.5,674,Nephrops norvegicus,Norway lobster,1021.53,Bmsy,0.338678257,2023,NA,Y
Western Med.,NEP,9,2020,43413,392.89,89,0.249,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_9,0.127,1.960629921,NA,255.38,90.1,722,Nephrops norvegicus,Norway lobster,1021.53,Bmsy,0.38460936,2023,NA,Y
Western Med.,NEP,9,2021,47244,459.76,89.3,0.151,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_9,0.127,1.188976378,NA,255.38,89.9,796,Nephrops norvegicus,Norway lobster,1021.53,Bmsy,0.450069993,2023,NA,Y
Western Med.,NEP,9,2022,41887,577.17,101.2,0.144,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_9,0.127,1.133858268,NA,255.38,101.2,951,Nephrops norvegicus,Norway lobster,1021.53,Bmsy,0.565005433,2023,NA,Y
Central Med.,SOL,17,1961,137496,7049,2243.1,0.22,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,1.157894737,NA,2329,2243.1,NA,Solea solea,Common sole,4658,B40,1.513310434,2023,NA,Y
Central Med.,SOL,17,1962,136352,6536,2559.7,0.269,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,1.415789474,NA,2329,2559.7,NA,Solea solea,Common sole,4658,B40,1.403177329,2023,NA,Y
Central Med.,SOL,17,1963,134649,5886,2078.7,0.227,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,1.194736842,NA,2329,2078.7,NA,Solea solea,Common sole,4658,B40,1.26363246,2023,NA,Y
Central Med.,SOL,17,1964,133698,5585,1276,0.135,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,0.710526316,NA,2329,1276,NA,Solea solea,Common sole,4658,B40,1.199012452,2023,NA,Y
Central Med.,SOL,17,1965,134336,5826,1284.7,0.129,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,0.678947368,NA,2329,1284.7,NA,Solea solea,Common sole,4658,B40,1.250751395,2023,NA,Y
Central Med.,SOL,17,1966,135075,6129,1440.3,0.141,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,0.742105263,NA,2329,1440.3,NA,Solea solea,Common sole,4658,B40,1.315800773,2023,NA,Y
Central Med.,SOL,17,1967,135510,6320,1597.2,0.156,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,0.821052632,NA,2329,1597.2,NA,Solea solea,Common sole,4658,B40,1.356805496,2023,NA,Y
Central Med.,SOL,17,1968,135605,6376,1725.6,0.17,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,0.894736842,NA,2329,1725.6,NA,Solea solea,Common sole,4658,B40,1.368827823,2023,NA,Y
Central Med.,SOL,17,1969,135449,6325,1306.4,0.128,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,0.673684211,NA,2329,1306.4,NA,Solea solea,Common sole,4658,B40,1.357878918,2023,NA,Y
Central Med.,SOL,17,1970,135868,6503,1242.9,0.118,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,0.621052632,NA,2329,1242.9,NA,Solea solea,Common sole,4658,B40,1.396092744,2023,NA,Y
Central Med.,SOL,17,1971,136347,6729,1047.8,0.097,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,0.510526316,NA,2329,1047.8,NA,Solea solea,Common sole,4658,B40,1.444611421,2023,NA,Y
Central Med.,SOL,17,1972,137039,7052,954.1,0.086,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,0.452631579,NA,2329,954.1,NA,Solea solea,Common sole,4658,B40,1.513954487,2023,NA,Y
Central Med.,SOL,17,1973,137746,7402,1127.9,0.1,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,0.526315789,NA,2329,1127.9,NA,Solea solea,Common sole,4658,B40,1.589094032,2023,NA,Y
Central Med.,SOL,17,1974,138121,7602,1301.5,0.115,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,0.605263158,NA,2329,1301.5,NA,Solea solea,Common sole,4658,B40,1.632030915,2023,NA,Y
Central Med.,SOL,17,1975,138212,7642,1619.9,0.146,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,0.768421053,NA,2329,1619.9,NA,Solea solea,Common sole,4658,B40,1.640618291,2023,NA,Y
Central Med.,SOL,17,1976,137887,7456,1985.2,0.187,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,0.984210526,NA,2329,1985.2,NA,Solea solea,Common sole,4658,B40,1.60068699,2023,NA,Y
Central Med.,SOL,17,1977,137077,7043,2250.1,0.223,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,1.173684211,NA,2329,2250.1,NA,Solea solea,Common sole,4658,B40,1.512022327,2023,NA,Y
Central Med.,SOL,17,1978,135869,6499,1919,0.197,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,1.036842105,NA,2329,1919,NA,Solea solea,Common sole,4658,B40,1.395234006,2023,NA,Y
Central Med.,SOL,17,1979,135139,6209,2609.7,0.28,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,1.473684211,NA,2329,2609.7,NA,Solea solea,Common sole,4658,B40,1.332975526,2023,NA,Y
Central Med.,SOL,17,1980,133484,5613,2199.7,0.247,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,1.3,NA,2329,2199.7,NA,Solea solea,Common sole,4658,B40,1.205023615,2023,NA,Y
Central Med.,SOL,17,1981,132465,5296,1105.2,0.119,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,0.626315789,NA,2329,1105.2,NA,Solea solea,Common sole,4658,B40,1.136968656,2023,NA,Y
Central Med.,SOL,17,1982,133576,5665,1193.8,0.12,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,0.631578947,NA,2329,1193.8,NA,Solea solea,Common sole,4658,B40,1.216187205,2023,NA,Y
Central Med.,SOL,17,1983,134661,6061,1625.8,0.16,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,0.842105263,NA,2329,1625.8,NA,Solea solea,Common sole,4658,B40,1.301202233,2023,NA,Y
Central Med.,SOL,17,1984,134928,6171,1393.6,0.137,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,0.721052632,NA,2329,1393.6,NA,Solea solea,Common sole,4658,B40,1.324817518,2023,NA,Y
Central Med.,SOL,17,1985,135359,6356,1522.6,0.148,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,0.778947368,NA,2329,1522.6,NA,Solea solea,Common sole,4658,B40,1.364534135,2023,NA,Y
Central Med.,SOL,17,1986,135567,6443,1566.8,0.152,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,0.8,NA,2329,1566.8,NA,Solea solea,Common sole,4658,B40,1.383211679,2023,NA,Y
Central Med.,SOL,17,1987,135643,6479,2611,0.267,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,1.405263158,NA,2329,2611,NA,Solea solea,Common sole,4658,B40,1.390940318,2023,NA,Y
Central Med.,SOL,17,1988,134161,5901,1963.5,0.211,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,1.110526316,NA,2329,1963.5,NA,Solea solea,Common sole,4658,B40,1.266852726,2023,NA,Y
Central Med.,SOL,17,1989,133521,5682,1860.1,0.2,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,1.052631579,NA,2329,1860.1,NA,Solea solea,Common sole,4658,B40,1.21983684,2023,NA,Y
Central Med.,SOL,17,1990,133257,5598,1215.5,0.126,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,0.663157895,NA,2329,1215.5,NA,Solea solea,Common sole,4658,B40,1.201803349,2023,NA,Y
Central Med.,SOL,17,1991,134144,5916,1158.4,0.114,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,0.6,NA,2329,1158.4,NA,Solea solea,Common sole,4658,B40,1.270072993,2023,NA,Y
Central Med.,SOL,17,1992,135125,6293,1869.9,0.183,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,0.963157895,NA,2329,1869.9,NA,Solea solea,Common sole,4658,B40,1.351009017,2023,NA,Y
Central Med.,SOL,17,1993,134965,6225,1981.1,0.201,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,1.057894737,NA,2329,1981.1,NA,Solea solea,Common sole,4658,B40,1.336410477,2023,NA,Y
Central Med.,SOL,17,1994,134455,6032,2255.7,0.238,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,1.252631579,NA,2329,2255.7,NA,Solea solea,Common sole,4658,B40,1.294976385,2023,NA,Y
Central Med.,SOL,17,1995,133478,5686,1939.8,0.209,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,1.1,NA,2329,1939.8,NA,Solea solea,Common sole,4658,B40,1.220695578,2023,NA,Y
Central Med.,SOL,17,1996,133052,5543,1200.7,0.125,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,0.657894737,NA,2329,1200.7,NA,Solea solea,Common sole,4658,B40,1.189995706,2023,NA,Y
Central Med.,SOL,17,1997,133954,5863,1230.3,0.122,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,0.642105263,NA,2329,1230.3,NA,Solea solea,Common sole,4658,B40,1.258694719,2023,NA,Y
Central Med.,SOL,17,1998,90007,6205,1164.3,0.114,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,0.6,NA,2329,1164.3,NA,Solea solea,Common sole,4658,B40,1.332116788,2023,NA,Y
Central Med.,SOL,17,1999,86967,6541,1257.8,0.137,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,0.721052632,NA,2329,1257.8,NA,Solea solea,Common sole,4658,B40,1.404250751,2023,NA,Y
Central Med.,SOL,17,2000,82347,6457,1016.7,0.124,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,0.652631579,NA,2329,1016.7,NA,Solea solea,Common sole,4658,B40,1.386217261,2023,NA,Y
Central Med.,SOL,17,2001,78366,6208,1080.4,0.144,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,0.757894737,NA,2329,1080.4,NA,Solea solea,Common sole,4658,B40,1.332760842,2023,NA,Y
Central Med.,SOL,17,2002,75812,5779,1047.7,0.152,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,0.8,NA,2329,1047.7,NA,Solea solea,Common sole,4658,B40,1.240661228,2023,NA,Y
Central Med.,SOL,17,2003,75223,5295,2069.5,0.348,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,1.831578947,NA,2329,2069.5,NA,Solea solea,Common sole,4658,B40,1.136753972,2023,NA,Y
Central Med.,SOL,17,2004,63114,4221,1533.3,0.31,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,1.631578947,NA,2329,1533.3,NA,Solea solea,Common sole,4658,B40,0.906182911,2023,NA,Y
Central Med.,SOL,17,2005,125175,3525,1926,0.464,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,2.442105263,NA,2329,1926,NA,Solea solea,Common sole,4658,B40,0.756762559,2023,NA,Y
Central Med.,SOL,17,2006,42849,2664,2061.8,0.451,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,2.373684211,NA,2329,2061.8,NA,Solea solea,Common sole,4658,B40,0.571919279,2023,NA,Y
Central Med.,SOL,17,2007,89198,2400,1631.7,0.435,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,2.289473684,NA,2329,1631.7,NA,Solea solea,Common sole,4658,B40,0.515242593,2023,NA,Y
Central Med.,SOL,17,2008,39566,1860,1361,0.367,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,1.931578947,NA,2329,1361,NA,Solea solea,Common sole,4658,B40,0.39931301,2023,NA,Y
Central Med.,SOL,17,2009,90614,1913,1984,0.774,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,4.073684211,NA,2329,1984,NA,Solea solea,Common sole,4658,B40,0.410691284,2023,NA,Y
Central Med.,SOL,17,2010,44592,1181,1696.5,0.558,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,2.936842105,NA,2329,1696.5,NA,Solea solea,Common sole,4658,B40,0.253542293,2023,NA,Y
Central Med.,SOL,17,2011,120754,1145,1665.1,0.535,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,2.815789474,NA,2329,1665.1,NA,Solea solea,Common sole,4658,B40,0.245813654,2023,NA,Y
Central Med.,SOL,17,2012,103894,1060,1908.3,0.424,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,2.231578947,NA,2329,1908.3,NA,Solea solea,Common sole,4658,B40,0.227565479,2023,NA,Y
Central Med.,SOL,17,2013,192444,1467,1296.6,0.258,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,1.357894737,NA,2329,1296.6,NA,Solea solea,Common sole,4658,B40,0.314942035,2023,NA,Y
Central Med.,SOL,17,2014,82603,1977,2150.7,0.266,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,1.4,NA,2329,2150.7,NA,Solea solea,Common sole,4658,B40,0.424431086,2023,NA,Y
Central Med.,SOL,17,2015,181789,2900,2183,0.327,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,1.721052632,NA,2329,2183,NA,Solea solea,Common sole,4658,B40,0.6225848,2023,NA,Y
Central Med.,SOL,17,2016,72611,2873,2121.1,0.282,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,1.484210526,NA,2329,2121.1,NA,Solea solea,Common sole,4658,B40,0.616788321,2023,NA,Y
Central Med.,SOL,17,2017,112998,3232,2318.1,0.371,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,1.952631579,NA,2329,2318.1,NA,Solea solea,Common sole,4658,B40,0.693860026,2023,NA,Y
Central Med.,SOL,17,2018,121095,2887,1945.3,0.309,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,1.626315789,NA,2329,1945.3,NA,Solea solea,Common sole,4658,B40,0.619793903,2023,NA,Y
Central Med.,SOL,17,2019,135008,2820,1944.4,0.301,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,1.584210526,NA,2329,1944.4,NA,Solea solea,Common sole,4658,B40,0.605410047,2023,NA,Y
Central Med.,SOL,17,2020,166243,3025,1463.7,0.2,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,1.052631579,NA,2329,1463.7,NA,Solea solea,Common sole,4658,B40,0.649420352,2023,NA,Y
Central Med.,SOL,17,2021,86379,3440,1588.6,0.18,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,0.947368421,NA,2329,1588.6,NA,Solea solea,Common sole,4658,B40,0.738514384,2023,NA,Y
Central Med.,SOL,17,2022,108215,3994,1426.4,0.13,SS3,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fspr40,SOL_17,0.19,0.684210526,NA,2329,1426.4,NA,Solea solea,Common sole,4658,B40,0.857449549,2023,NA,Y
